invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I107522,C218368,Female,38,Shoes,1,600.17,Cash,29-07-2022,Metrocity
I107526,C273991,Male,35,Cosmetics,4,162.64,Debit Card,21-06-2021,Mall of Istanbul
I107534,C279602,Male,65,Books,4,60.6,Cash,30-03-2022,Metrocity
I107535,C257240,Male,44,Clothing,5,1500.4,Credit Card,08-12-2021,Metrocity
I107540,C170016,Male,49,Clothing,1,300.08,Credit Card,14-02-2022,Metrocity
I107543,C120004,Male,69,Technology,2,2100.0,Credit Card,02-02-2023,Emaar Square Mall
I107544,C559655,Female,65,Souvenir,2,23.46,Cash,15-11-2021,Mall of Istanbul
I107545,C140100,Female,56,Clothing,3,900.24,Credit Card,26-02-2021,Kanyon
I107546,C164608,Male,22,Souvenir,3,35.19,Cash,05-03-2021,Kanyon
I107550,C897368,Male,26,Cosmetics,1,40.66,Cash,21-03-2021,Zorlu Center
I107551,C505172,Female,23,Clothing,4,1200.32,Credit Card,31-05-2021,Kanyon
I107555,C252297,Male,33,Clothing,3,900.24,Debit Card,07-12-2022,Emaar Square Mall
I107556,C193809,Male,69,Souvenir,5,58.65,Cash,28-01-2021,Mall of Istanbul
I107557,C249856,Female,31,Cosmetics,4,162.64,Debit Card,24-11-2021,Mall of Istanbul
I107561,C595422,Female,19,Food & Beverage,4,20.92,Credit Card,17-03-2022,Metrocity
I107562,C322815,Female,37,Shoes,1,600.17,Debit Card,16-11-2022,Metropol AVM
I107569,C265546,Male,69,Clothing,4,1200.32,Cash,01-08-2022,Kanyon
I107572,C752556,Female,25,Cosmetics,2,81.32,Credit Card,16-10-2022,Mall of Istanbul
I107575,C273874,Female,54,Shoes,3,1800.51,Cash,12-02-2022,Kanyon
I107576,C134430,Female,46,Clothing,2,600.16,Debit Card,30-12-2022,Metrocity
I107585,C117360,Female,35,Books,4,60.6,Cash,15-07-2021,Forum Istanbul
I107586,C228176,Female,54,Clothing,4,1200.32,Debit Card,15-03-2022,Kanyon
I107591,C335579,Female,66,Toys,3,107.52,Cash,01-03-2023,Metropol AVM
I107593,C238272,Female,55,Cosmetics,4,162.64,Credit Card,12-11-2022,Cevahir AVM
I107595,C800290,Male,54,Shoes,4,2400.68,Credit Card,27-12-2022,Kanyon
I107596,C200155,Female,34,Toys,2,71.68,Cash,02-10-2021,Kanyon
I107597,C214106,Male,63,Clothing,1,300.08,Cash,10-05-2021,Metropol AVM
I107604,C319691,Female,19,Food & Beverage,3,15.69,Debit Card,21-02-2023,Emaar Square Mall
I107605,C239329,Female,30,Food & Beverage,3,15.69,Cash,29-06-2022,Istinye Park
I107606,C253362,Male,45,Cosmetics,1,40.66,Debit Card,15-08-2021,Cevahir AVM
I107609,C338577,Female,49,Food & Beverage,5,26.15,Credit Card,31-07-2022,Metropol AVM
I107616,C171052,Female,60,Food & Beverage,4,20.92,Credit Card,14-01-2021,Kanyon
I107620,C259232,Female,22,Clothing,1,300.08,Cash,25-09-2022,Metropol AVM
I107622,C121147,Male,36,Technology,5,5250.0,Debit Card,19-12-2022,Kanyon
I107624,C245603,Female,66,Toys,1,35.84,Debit Card,15-05-2022,Istinye Park
I107640,C159214,Male,30,Souvenir,2,23.46,Cash,06-03-2022,Viaport Outlet
I107643,C718440,Male,50,Food & Beverage,3,15.69,Cash,17-04-2021,Mall of Istanbul
I107644,C136537,Male,29,Food & Beverage,3,15.69,Cash,20-11-2022,Metrocity
I107649,C129550,Male,19,Cosmetics,2,81.32,Credit Card,09-06-2021,Mall of Istanbul
I107654,C238588,Female,66,Food & Beverage,1,5.23,Credit Card,22-01-2022,Istinye Park
I107655,C144080,Female,22,Food & Beverage,1,5.23,Credit Card,25-01-2023,Metropol AVM
I107662,C113802,Female,41,Shoes,5,3000.85,Cash,17-06-2022,Istinye Park
I107663,C520997,Female,62,Clothing,5,1500.4,Cash,20-01-2021,Viaport Outlet
I107664,C124672,Female,57,Clothing,1,300.08,Cash,30-12-2022,Metrocity
I107677,C135549,Male,63,Books,5,75.75,Debit Card,22-11-2022,Cevahir AVM
I107679,C115115,Female,21,Clothing,2,600.16,Cash,10-04-2021,Forum Istanbul
I107684,C301209,Female,66,Books,3,45.45,Cash,02-12-2022,Metropol AVM
I107697,C137134,Female,58,Toys,1,35.84,Cash,18-08-2022,Istinye Park
I107703,C283481,Male,51,Clothing,4,1200.32,Credit Card,17-01-2021,Metrocity
I107704,C270417,Female,40,Cosmetics,2,81.32,Cash,18-11-2022,Mall of Istanbul
I107705,C216063,Male,58,Toys,5,179.2,Credit Card,09-08-2021,Kanyon
I107708,C137228,Male,27,Shoes,3,1800.51,Debit Card,09-05-2021,Istinye Park
I107709,C519702,Female,68,Shoes,3,1800.51,Credit Card,06-10-2021,Istinye Park
I107710,C335270,Male,63,Food & Beverage,1,5.23,Credit Card,05-09-2021,Mall of Istanbul
I107722,C263437,Female,44,Shoes,3,1800.51,Credit Card,04-12-2021,Cevahir AVM
I107723,C272514,Female,26,Clothing,1,300.08,Debit Card,06-12-2021,Mall of Istanbul
I107732,C129011,Female,25,Clothing,5,1500.4,Credit Card,25-11-2022,Kanyon
I107734,C136377,Female,31,Books,2,30.3,Cash,12-09-2022,Kanyon
I107737,C118085,Male,33,Clothing,1,300.08,Cash,01-12-2021,Metrocity
I107742,C273223,Female,47,Food & Beverage,4,20.92,Credit Card,26-09-2021,Mall of Istanbul
I107743,C133264,Female,67,Cosmetics,5,203.3,Debit Card,10-08-2022,Forum Istanbul
I107762,C293258,Male,24,Clothing,2,600.16,Cash,19-09-2022,Zorlu Center
I107763,C333478,Female,34,Clothing,3,900.24,Cash,28-02-2022,Mall of Istanbul
I107765,C318869,Male,41,Food & Beverage,1,5.23,Cash,08-03-2023,Kanyon
I107768,C432246,Male,47,Cosmetics,3,121.98,Debit Card,29-06-2021,Kanyon
I107770,C196352,Female,67,Cosmetics,4,162.64,Cash,11-08-2021,Metrocity
I107771,C585492,Male,42,Clothing,5,1500.4,Credit Card,10-08-2022,Metrocity
I107773,C231127,Female,22,Clothing,4,1200.32,Cash,12-03-2022,Emaar Square Mall
I107774,C202296,Male,64,Technology,2,2100.0,Cash,20-08-2021,Mall of Istanbul
I107776,C157276,Female,69,Clothing,2,600.16,Credit Card,12-10-2022,Metrocity
I107778,C291265,Female,55,Shoes,2,1200.34,Cash,06-08-2021,Metrocity
I107781,C321580,Male,21,Toys,2,71.68,Cash,18-02-2022,Istinye Park
I107783,C324128,Female,20,Souvenir,2,23.46,Debit Card,18-08-2022,Zorlu Center
I107784,C117534,Female,49,Clothing,5,1500.4,Cash,22-10-2022,Istinye Park
I107788,C273807,Female,35,Clothing,5,1500.4,Cash,07-01-2022,Metropol AVM
I107789,C608388,Female,41,Toys,3,107.52,Credit Card,26-05-2021,Istinye Park
I107790,C337850,Female,69,Cosmetics,2,81.32,Cash,17-07-2022,Mall of Istanbul
I107791,C224547,Female,41,Books,5,75.75,Credit Card,14-01-2021,Mall of Istanbul
I107795,C255527,Female,65,Souvenir,2,23.46,Debit Card,14-04-2021,Kanyon
I107800,C893291,Male,69,Food & Beverage,4,20.92,Credit Card,19-09-2021,Emaar Square Mall
I107805,C306774,Male,31,Shoes,4,2400.68,Credit Card,02-04-2022,Forum Istanbul
I107806,C234672,Female,61,Technology,1,1050.0,Cash,18-02-2022,Kanyon
I107808,C998085,Female,66,Books,4,60.6,Credit Card,04-09-2022,Mall of Istanbul
I107812,C158263,Female,30,Cosmetics,3,121.98,Debit Card,05-08-2022,Kanyon
I107815,C250406,Male,33,Food & Beverage,5,26.15,Cash,04-03-2021,Emaar Square Mall
I107818,C215448,Female,36,Shoes,2,1200.34,Credit Card,07-11-2021,Mall of Istanbul
I107823,C204840,Female,66,Shoes,5,3000.85,Credit Card,17-09-2021,Istinye Park
I107825,C203807,Male,43,Books,2,30.3,Cash,18-02-2023,Kanyon
I107826,C111651,Female,41,Clothing,3,900.24,Debit Card,15-01-2022,Metrocity
I107833,C254231,Male,45,Clothing,4,1200.32,Cash,15-07-2021,Kanyon
I107834,C199573,Female,37,Technology,5,5250.0,Cash,27-02-2023,Kanyon
I107835,C152683,Male,22,Toys,5,179.2,Credit Card,03-07-2021,Cevahir AVM
I107839,C464686,Female,44,Toys,5,179.2,Debit Card,02-05-2022,Zorlu Center
I107841,C838428,Male,41,Clothing,4,1200.32,Cash,09-11-2021,Mall of Istanbul
I107844,C337062,Female,24,Clothing,3,900.24,Debit Card,02-04-2021,Zorlu Center
I107846,C405855,Male,33,Cosmetics,1,40.66,Debit Card,26-02-2022,Mall of Istanbul
I107849,C431775,Female,32,Clothing,3,900.24,Cash,08-06-2022,Viaport Outlet
I107850,C218236,Male,36,Food & Beverage,4,20.92,Cash,13-03-2022,Kanyon
I107853,C320830,Female,53,Shoes,1,600.17,Debit Card,21-04-2022,Emaar Square Mall
I107854,C294458,Female,58,Cosmetics,1,40.66,Credit Card,20-06-2021,Metrocity
I107859,C146587,Female,55,Clothing,5,1500.4,Credit Card,16-04-2021,Mall of Istanbul
I107860,C647417,Male,36,Cosmetics,3,121.98,Cash,12-11-2022,Forum Istanbul
I107866,C348863,Female,27,Food & Beverage,4,20.92,Cash,07-04-2021,Kanyon
I107874,C525653,Female,40,Clothing,1,300.08,Credit Card,09-12-2021,Metropol AVM
I107878,C327188,Female,60,Clothing,3,900.24,Cash,09-07-2022,Metrocity
I107879,C461560,Female,62,Shoes,4,2400.68,Cash,03-11-2021,Zorlu Center
I107881,C284474,Male,19,Cosmetics,2,81.32,Debit Card,04-01-2021,Istinye Park
I107883,C163247,Male,54,Clothing,4,1200.32,Debit Card,03-07-2021,Forum Istanbul
I107884,C768209,Male,67,Shoes,4,2400.68,Credit Card,10-11-2022,Forum Istanbul
I107886,C392234,Male,25,Clothing,1,300.08,Debit Card,16-01-2021,Metropol AVM
I107888,C574590,Female,53,Clothing,3,900.24,Debit Card,08-02-2021,Kanyon
I107891,C150222,Male,26,Cosmetics,1,40.66,Credit Card,08-02-2021,Emaar Square Mall
I107892,C230737,Male,37,Shoes,3,1800.51,Credit Card,06-02-2023,Metrocity
I107894,C204288,Female,61,Toys,1,35.84,Cash,24-09-2021,Viaport Outlet
I107898,C122433,Male,50,Food & Beverage,3,15.69,Debit Card,07-08-2021,Metropol AVM
I107901,C768000,Female,61,Clothing,1,300.08,Cash,28-03-2022,Kanyon
I107914,C208994,Male,30,Cosmetics,4,162.64,Debit Card,26-04-2021,Viaport Outlet
I107916,C316373,Male,54,Clothing,4,1200.32,Cash,10-12-2022,Metrocity
I107917,C119182,Male,20,Cosmetics,1,40.66,Cash,25-01-2023,Kanyon
I107919,C188181,Male,64,Toys,4,143.36,Cash,18-11-2022,Metropol AVM
I107920,C811479,Female,54,Clothing,3,900.24,Cash,28-09-2022,Forum Istanbul
I107923,C230789,Female,47,Food & Beverage,3,15.69,Debit Card,22-11-2021,Mall of Istanbul
I107928,C292171,Male,29,Shoes,3,1800.51,Credit Card,01-01-2022,Emaar Square Mall
I107932,C183106,Male,30,Clothing,2,600.16,Cash,06-01-2021,Metrocity
I107933,C247738,Female,25,Food & Beverage,2,10.46,Cash,23-06-2021,Metrocity
I107934,C619419,Female,48,Clothing,2,600.16,Credit Card,22-05-2021,Forum Istanbul
I107935,C684478,Female,19,Books,1,15.15,Credit Card,07-07-2021,Kanyon
I107937,C289763,Female,45,Food & Beverage,1,5.23,Debit Card,27-01-2023,Kanyon
I107941,C285644,Female,62,Clothing,4,1200.32,Credit Card,11-08-2021,Mall of Istanbul
I107944,C375509,Female,61,Shoes,3,1800.51,Cash,07-05-2021,Kanyon
I107950,C423782,Female,54,Technology,3,3150.0,Credit Card,10-11-2021,Metropol AVM
I107951,C280166,Female,26,Shoes,3,1800.51,Debit Card,07-05-2021,Metrocity
I107956,C351417,Female,31,Clothing,1,300.08,Cash,02-08-2022,Istinye Park
I107963,C264785,Male,36,Food & Beverage,1,5.23,Credit Card,18-04-2022,Zorlu Center
I107965,C763258,Male,52,Food & Beverage,5,26.15,Credit Card,14-04-2021,Zorlu Center
I107969,C114235,Female,24,Clothing,1,300.08,Debit Card,10-06-2022,Zorlu Center
I107970,C329705,Female,40,Shoes,5,3000.85,Debit Card,05-08-2021,Kanyon
I107971,C111665,Male,33,Shoes,4,2400.68,Cash,20-03-2022,Kanyon
I107972,C277649,Female,45,Cosmetics,4,162.64,Cash,18-08-2021,Mall of Istanbul
I107973,C330442,Male,25,Clothing,1,300.08,Credit Card,03-05-2021,Mall of Istanbul
I107978,C222565,Female,25,Clothing,2,600.16,Cash,26-10-2022,Emaar Square Mall
I107981,C238179,Male,65,Clothing,3,900.24,Credit Card,20-11-2021,Mall of Istanbul
I107982,C227553,Female,41,Toys,5,179.2,Debit Card,07-08-2022,Istinye Park
I107983,C210954,Male,41,Food & Beverage,3,15.69,Debit Card,14-12-2022,Cevahir AVM
I107984,C326467,Female,64,Shoes,5,3000.85,Credit Card,20-09-2021,Istinye Park
I107987,C702380,Male,52,Food & Beverage,5,26.15,Cash,01-03-2021,Emaar Square Mall
I107990,C329748,Female,18,Clothing,1,300.08,Cash,01-07-2022,Zorlu Center
I107991,C758043,Female,59,Cosmetics,2,81.32,Credit Card,20-05-2022,Istinye Park
I107992,C110993,Female,28,Food & Beverage,2,10.46,Cash,23-03-2022,Metrocity
I107993,C232460,Female,40,Cosmetics,3,121.98,Cash,25-08-2022,Mall of Istanbul
I107995,C254230,Female,34,Clothing,2,600.16,Cash,05-10-2021,Istinye Park
I107997,C138195,Male,19,Books,4,60.6,Debit Card,08-10-2021,Zorlu Center
I108007,C258115,Female,48,Clothing,4,1200.32,Debit Card,20-01-2021,Metrocity
I108008,C167356,Female,62,Toys,5,179.2,Credit Card,07-06-2022,Cevahir AVM
I108009,C262733,Female,34,Cosmetics,4,162.64,Debit Card,22-04-2021,Kanyon
I108010,C183013,Male,39,Food & Beverage,4,20.92,Cash,04-06-2021,Cevahir AVM
I108011,C339842,Female,48,Cosmetics,2,81.32,Cash,10-02-2022,Metropol AVM
I108017,C356508,Male,54,Food & Beverage,1,5.23,Credit Card,17-08-2022,Kanyon
I108020,C176072,Female,54,Cosmetics,2,81.32,Debit Card,29-01-2021,Kanyon
I108021,C305972,Male,34,Clothing,3,900.24,Cash,23-07-2021,Cevahir AVM
I108023,C842375,Male,30,Books,4,60.6,Cash,25-11-2022,Metrocity
I108027,C213633,Male,52,Clothing,2,600.16,Debit Card,22-01-2023,Mall of Istanbul
I108029,C302508,Female,23,Toys,3,107.52,Cash,28-10-2021,Kanyon
I108030,C193217,Female,28,Clothing,4,1200.32,Debit Card,05-07-2021,Zorlu Center
I108033,C214803,Female,33,Shoes,4,2400.68,Cash,12-01-2022,Kanyon
I108034,C145161,Female,52,Shoes,5,3000.85,Cash,04-01-2022,Istinye Park
I108036,C242335,Male,57,Clothing,4,1200.32,Credit Card,19-01-2021,Mall of Istanbul
I108037,C276437,Female,39,Food & Beverage,1,5.23,Credit Card,22-02-2023,Metropol AVM
I108038,C292712,Female,22,Shoes,4,2400.68,Credit Card,08-09-2022,Metrocity
I108055,C282600,Male,59,Clothing,4,1200.32,Cash,04-09-2022,Kanyon
I108059,C991901,Female,21,Shoes,1,600.17,Cash,11-02-2023,Mall of Istanbul
I108060,C335178,Female,40,Clothing,5,1500.4,Cash,05-05-2022,Istinye Park
I108061,C260508,Male,52,Cosmetics,4,162.64,Credit Card,28-01-2022,Metrocity
I108063,C246955,Female,57,Shoes,4,2400.68,Credit Card,06-01-2022,Mall of Istanbul
I108064,C244862,Male,22,Clothing,1,300.08,Credit Card,21-02-2022,Metrocity
I108070,C604791,Male,56,Clothing,5,1500.4,Credit Card,23-02-2023,Metropol AVM
I108072,C139888,Female,38,Shoes,4,2400.68,Cash,27-04-2022,Cevahir AVM
I108074,C257998,Female,24,Clothing,1,300.08,Cash,04-04-2022,Forum Istanbul
I108078,C535742,Female,64,Technology,2,2100.0,Credit Card,21-07-2021,Kanyon
I108080,C102015,Male,66,Clothing,2,600.16,Cash,01-04-2022,Metrocity
I108081,C246481,Female,38,Clothing,3,900.24,Debit Card,24-10-2022,Metrocity
I108082,C336436,Male,56,Food & Beverage,1,5.23,Credit Card,02-01-2023,Forum Istanbul
I108083,C186129,Female,30,Clothing,5,1500.4,Credit Card,07-07-2021,Mall of Istanbul
I108084,C320737,Female,56,Clothing,4,1200.32,Credit Card,09-04-2021,Mall of Istanbul
I108085,C197331,Female,68,Clothing,4,1200.32,Cash,26-09-2022,Kanyon
I108089,C171079,Male,24,Souvenir,4,46.92,Cash,13-12-2022,Mall of Istanbul
I108093,C105511,Female,65,Shoes,2,1200.34,Credit Card,16-11-2021,Zorlu Center
I108095,C220811,Female,54,Clothing,5,1500.4,Credit Card,16-04-2021,Kanyon
I108111,C218896,Female,37,Cosmetics,3,121.98,Credit Card,28-03-2021,Metrocity
I108114,C415610,Female,49,Food & Beverage,2,10.46,Debit Card,22-02-2022,Metropol AVM
I108117,C232091,Female,34,Souvenir,2,23.46,Cash,28-12-2022,Mall of Istanbul
I108119,C529328,Female,41,Clothing,3,900.24,Debit Card,07-07-2021,Kanyon
I108123,C218595,Female,25,Toys,5,179.2,Credit Card,13-04-2022,Istinye Park
I108125,C204887,Female,44,Souvenir,5,58.65,Cash,13-03-2021,Metrocity
I108126,C920371,Female,50,Books,2,30.3,Cash,13-03-2021,Metrocity
I108128,C218903,Male,40,Shoes,5,3000.85,Credit Card,23-03-2022,Kanyon
I108133,C551607,Male,59,Clothing,3,900.24,Cash,17-08-2022,Istinye Park
I108134,C643021,Female,21,Clothing,4,1200.32,Cash,30-09-2022,Istinye Park
I108136,C309601,Female,54,Shoes,4,2400.68,Credit Card,12-05-2021,Kanyon
I108141,C630260,Female,58,Souvenir,5,58.65,Cash,19-01-2022,Metropol AVM
I108142,C569048,Male,33,Food & Beverage,2,10.46,Debit Card,03-10-2021,Kanyon
I108144,C173001,Male,24,Cosmetics,5,203.3,Credit Card,29-06-2021,Metrocity
I108145,C181704,Female,54,Food & Beverage,5,26.15,Cash,29-01-2023,Kanyon
I108152,C187365,Male,45,Books,2,30.3,Debit Card,20-04-2021,Kanyon
I108154,C274251,Female,41,Toys,3,107.52,Credit Card,08-03-2022,Istinye Park
I108161,C167278,Female,26,Clothing,4,1200.32,Credit Card,19-03-2021,Metrocity
I108164,C715970,Male,26,Clothing,2,600.16,Cash,24-09-2021,Viaport Outlet
I108169,C238466,Female,20,Clothing,4,1200.32,Debit Card,31-05-2021,Metropol AVM
I108172,C227323,Male,54,Clothing,4,1200.32,Credit Card,25-12-2022,Istinye Park
I108173,C725532,Female,40,Clothing,3,900.24,Credit Card,01-04-2021,Metrocity
I108180,C192474,Female,59,Food & Beverage,1,5.23,Cash,21-10-2022,Kanyon
I108183,C315937,Female,38,Souvenir,4,46.92,Cash,19-04-2021,Metrocity
I108184,C119114,Female,32,Shoes,5,3000.85,Credit Card,09-08-2021,Mall of Istanbul
I108192,C237884,Male,48,Shoes,4,2400.68,Credit Card,12-08-2022,Metrocity
I108193,C307310,Female,55,Toys,3,107.52,Cash,07-09-2022,Kanyon
I108198,C267179,Male,54,Cosmetics,4,162.64,Credit Card,15-11-2022,Kanyon
I108201,C128971,Female,67,Shoes,4,2400.68,Debit Card,27-02-2023,Forum Istanbul
I108206,C162189,Male,62,Clothing,4,1200.32,Credit Card,04-08-2022,Cevahir AVM
I108211,C222182,Female,58,Shoes,2,1200.34,Cash,03-07-2021,Emaar Square Mall
I108212,C303464,Female,52,Shoes,5,3000.85,Cash,10-12-2022,Metropol AVM
I108214,C236344,Male,18,Shoes,2,1200.34,Cash,17-02-2021,Istinye Park
I108224,C277159,Female,68,Shoes,5,3000.85,Debit Card,01-02-2023,Kanyon
I108227,C432108,Male,22,Cosmetics,2,81.32,Cash,23-06-2021,Emaar Square Mall
I108228,C274978,Female,29,Food & Beverage,3,15.69,Cash,02-01-2023,Cevahir AVM
I108229,C305536,Male,48,Shoes,4,2400.68,Credit Card,05-02-2023,Istinye Park
I108232,C795933,Female,24,Books,3,45.45,Credit Card,24-09-2022,Mall of Istanbul
I108235,C130095,Male,63,Clothing,4,1200.32,Debit Card,05-03-2021,Mall of Istanbul
I108236,C251532,Female,31,Cosmetics,3,121.98,Credit Card,05-01-2023,Mall of Istanbul
I108238,C291343,Male,45,Clothing,4,1200.32,Debit Card,14-11-2021,Mall of Istanbul
I108239,C244749,Male,58,Souvenir,4,46.92,Cash,30-01-2022,Kanyon
I108256,C258638,Female,24,Clothing,3,900.24,Cash,22-12-2022,Kanyon
I108257,C247690,Male,47,Food & Beverage,5,26.15,Debit Card,14-12-2022,Kanyon
I108259,C184060,Male,65,Clothing,2,600.16,Cash,12-09-2022,Mall of Istanbul
I108263,C698848,Female,35,Books,3,45.45,Credit Card,22-02-2021,Metropol AVM
I108265,C207234,Male,34,Cosmetics,1,40.66,Cash,19-02-2023,Metrocity
I108266,C194735,Female,37,Toys,2,71.68,Cash,10-10-2022,Mall of Istanbul
I108270,C325885,Female,36,Clothing,1,300.08,Cash,18-02-2022,Metropol AVM
I108282,C304963,Female,43,Food & Beverage,4,20.92,Cash,10-01-2023,Forum Istanbul
I108289,C453169,Female,27,Toys,2,71.68,Cash,03-02-2023,Metropol AVM
I108293,C142570,Male,29,Clothing,3,900.24,Cash,18-01-2022,Kanyon
I108294,C197037,Male,30,Clothing,1,300.08,Credit Card,27-12-2021,Emaar Square Mall
I108295,C290153,Female,38,Clothing,4,1200.32,Debit Card,10-04-2022,Mall of Istanbul
I108301,C131145,Female,32,Toys,1,35.84,Credit Card,10-05-2021,Mall of Istanbul
I108305,C314287,Male,43,Cosmetics,2,81.32,Cash,03-11-2022,Mall of Istanbul
I108318,C291864,Female,57,Food & Beverage,5,26.15,Debit Card,21-06-2021,Cevahir AVM
I108321,C203926,Female,18,Cosmetics,3,121.98,Credit Card,01-10-2021,Mall of Istanbul
I108322,C292795,Male,43,Clothing,1,300.08,Debit Card,25-06-2021,Mall of Istanbul
I108323,C254480,Male,67,Food & Beverage,4,20.92,Credit Card,11-04-2021,Metrocity
I108325,C119327,Female,45,Clothing,3,900.24,Debit Card,18-05-2021,Cevahir AVM
I108333,C233327,Female,27,Shoes,2,1200.34,Cash,08-05-2022,Cevahir AVM
I108334,C307113,Female,30,Books,3,45.45,Credit Card,10-08-2022,Viaport Outlet
I108336,C162463,Female,36,Cosmetics,2,81.32,Credit Card,25-06-2021,Mall of Istanbul
I108347,C305041,Female,60,Toys,4,143.36,Debit Card,19-12-2021,Kanyon
I108349,C136262,Female,51,Books,5,75.75,Debit Card,14-03-2022,Forum Istanbul
I108352,C315812,Female,69,Clothing,3,900.24,Cash,21-02-2023,Metrocity
I108359,C253905,Male,66,Food & Beverage,1,5.23,Cash,07-06-2022,Mall of Istanbul
I108360,C338143,Female,27,Cosmetics,1,40.66,Credit Card,09-11-2021,Viaport Outlet
I108365,C150045,Female,59,Cosmetics,1,40.66,Cash,20-03-2022,Mall of Istanbul
I108369,C328564,Female,53,Clothing,1,300.08,Credit Card,16-01-2021,Viaport Outlet
I108378,C623785,Male,46,Shoes,4,2400.68,Debit Card,24-07-2021,Kanyon
I108380,C294039,Female,47,Shoes,3,1800.51,Cash,17-11-2022,Mall of Istanbul
I108388,C302044,Female,68,Food & Beverage,1,5.23,Cash,05-07-2022,Mall of Istanbul
I108391,C276608,Female,45,Clothing,3,900.24,Credit Card,02-11-2021,Mall of Istanbul
I108396,C285909,Female,44,Toys,1,35.84,Cash,02-03-2021,Kanyon
I108397,C175162,Female,54,Toys,3,107.52,Cash,19-01-2022,Istinye Park
I108398,C307343,Male,55,Cosmetics,4,162.64,Credit Card,02-01-2023,Metrocity
I108407,C262402,Male,42,Clothing,5,1500.4,Cash,25-10-2021,Metrocity
I108408,C676334,Female,48,Shoes,4,2400.68,Cash,04-11-2021,Metrocity
I108410,C108945,Male,47,Clothing,5,1500.4,Debit Card,25-03-2021,Metrocity
I108412,C114952,Female,64,Clothing,4,1200.32,Cash,07-07-2021,Cevahir AVM
I108413,C116477,Male,56,Technology,1,1050.0,Credit Card,05-01-2021,Kanyon
I108417,C319024,Female,36,Shoes,4,2400.68,Credit Card,10-01-2022,Metropol AVM
I108419,C504846,Male,43,Food & Beverage,4,20.92,Credit Card,24-01-2022,Viaport Outlet
I108420,C188456,Female,32,Toys,5,179.2,Cash,08-02-2023,Metrocity
I108425,C633519,Female,36,Clothing,5,1500.4,Credit Card,14-09-2022,Forum Istanbul
I108426,C293128,Male,54,Toys,2,71.68,Cash,06-12-2021,Viaport Outlet
I108431,C208230,Female,46,Clothing,4,1200.32,Cash,30-04-2022,Mall of Istanbul
I108433,C225206,Male,23,Clothing,4,1200.32,Cash,24-06-2022,Metrocity
I108437,C874217,Female,69,Toys,4,143.36,Cash,06-04-2022,Metrocity
I108438,C285210,Male,58,Clothing,3,900.24,Credit Card,27-04-2022,Viaport Outlet
I108439,C268552,Female,31,Books,2,30.3,Cash,01-12-2022,Kanyon
I108441,C105779,Female,66,Clothing,4,1200.32,Cash,31-05-2022,Kanyon
I108443,C954718,Female,66,Toys,2,71.68,Credit Card,10-12-2022,Kanyon
I108444,C485722,Female,63,Technology,2,2100.0,Credit Card,16-06-2022,Forum Istanbul
I108445,C337052,Female,22,Shoes,4,2400.68,Cash,12-06-2022,Kanyon
I108447,C176576,Female,47,Food & Beverage,3,15.69,Debit Card,08-08-2022,Kanyon
I108451,C326207,Female,61,Food & Beverage,5,26.15,Debit Card,17-02-2022,Zorlu Center
I108452,C338043,Female,27,Food & Beverage,1,5.23,Cash,12-09-2021,Kanyon
I108455,C223525,Female,67,Clothing,1,300.08,Credit Card,11-02-2023,Kanyon
I108456,C731842,Male,37,Clothing,1,300.08,Debit Card,13-04-2021,Mall of Istanbul
I108464,C240025,Male,57,Clothing,5,1500.4,Debit Card,25-11-2021,Metropol AVM
I108465,C342552,Female,30,Technology,1,1050.0,Cash,06-01-2022,Mall of Istanbul
I108467,C268751,Female,41,Clothing,3,900.24,Cash,10-02-2022,Viaport Outlet
I108470,C205585,Male,45,Cosmetics,4,162.64,Cash,15-11-2021,Istinye Park
I108471,C780535,Female,23,Clothing,2,600.16,Cash,01-12-2021,Mall of Istanbul
I108474,C431425,Female,22,Food & Beverage,3,15.69,Credit Card,02-01-2022,Cevahir AVM
I108475,C214847,Male,46,Shoes,4,2400.68,Cash,10-09-2021,Kanyon
I108477,C183686,Female,61,Clothing,3,900.24,Credit Card,21-04-2022,Viaport Outlet
I108479,C160787,Male,41,Cosmetics,3,121.98,Cash,27-04-2021,Emaar Square Mall
I108483,C623629,Female,52,Toys,1,35.84,Cash,04-12-2021,Forum Istanbul
I108485,C216789,Female,58,Technology,2,2100.0,Cash,25-11-2021,Kanyon
I108488,C250845,Female,59,Food & Beverage,2,10.46,Credit Card,01-08-2022,Metrocity
I108492,C401506,Male,40,Food & Beverage,3,15.69,Credit Card,06-01-2021,Zorlu Center
I108493,C304017,Female,28,Clothing,5,1500.4,Credit Card,01-04-2021,Istinye Park
I108498,C274001,Male,38,Shoes,3,1800.51,Credit Card,22-03-2022,Metropol AVM
I108499,C275390,Male,45,Shoes,3,1800.51,Credit Card,20-11-2022,Metrocity
I108501,C126810,Female,59,Clothing,2,600.16,Debit Card,03-03-2023,Cevahir AVM
I108504,C279059,Male,66,Clothing,4,1200.32,Credit Card,15-01-2022,Zorlu Center
I108514,C218856,Female,38,Books,3,45.45,Cash,15-08-2022,Emaar Square Mall
I108515,C234595,Female,59,Books,1,15.15,Cash,02-02-2022,Mall of Istanbul
I108520,C325510,Male,35,Cosmetics,5,203.3,Credit Card,05-11-2021,Istinye Park
I108525,C173810,Female,60,Food & Beverage,3,15.69,Cash,16-07-2022,Mall of Istanbul
